timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.62,1024.81,31.8,31563.38,3424,6854,833,4883,697,3128,9709,9772,19733,20088,7010,9141
1000,33.62,1024.81,31.8,31119.82,3598,7050,820,4718,792,3439,9443,9513,19609,20542,7653,9569
2000,33.62,1024.83,31.81,30643.85,3760,7065,797,4683,845,3595,7613,8061,19637,21099,8151,9985
3000,33.62,1024.83,31.82,30444.29,3871,7396,776,4542,832,3449,5087,6594,20285,21239,8806,10605
4000,33.62,1024.83,31.83,29967.25,3839,7408,773,4532,802,3364,3817,5656,20946,21866,9651,11179
5000,33.62,1024.82,31.84,29797.47,3890,7273,768,4452,714,3098,2754,4939,21608,22947,10485,11674
6001,33.62,1024.82,31.85,29608.75,3846,7273,768,4497,638,2914,1964,4201,22090,23365,11035,12057
7001,33.62,1024.82,31.85,29713.3,3851,7408,793,4532,560,2791,1614,3640,22311,22982,11493,12833
8001,33.62,1024.84,31.84,29860.91,3807,7171,809,4573,495,2745,1242,3066,22187,23156,12345,13013
9001,33.62,1024.85,31.83,30225.59,3080,6493,823,4633,445,2653,824,2701,21842,23226,13186,13407
