timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.04,1012.85,35.29,133539.02,400,2,400,4,400,0,400,4,400,5,400,5
1000,32.04,1012.85,35.29,133539.02,400,5,400,7,400,0,400,7,400,13,400,0
2000,32.04,1012.88,35.3,133010.79,400,4,400,4,400,6,400,10,400,11,400,7
3000,32.04,1012.87,35.32,133010.79,400,10,400,1,400,3,400,8,400,8,400,2
4000,32.04,1012.87,35.33,133327.23,400,9,400,5,400,6,400,7,400,13,400,5
5000,32.04,1012.85,35.35,132800.66,400,13,400,7,400,3,400,8,400,12,400,0
6001,32.04,1012.85,35.37,133010.79,400,13,400,10,400,10,400,9,400,14,400,9
7001,32.04,1012.87,35.38,133010.79,400,13,400,3,400,8,400,6,400,12,400,6
8001,32.04,1012.87,35.4,132486.71,400,12,400,6,400,6,400,2,400,14,400,13
9001,32.05,1012.87,35.41,132905.64,400,11,400,9,400,2,400,10,400,17,400,11
