timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.63,1014.13,32.19,50816.89,1683,1267,18989,12192,1764,5315,8047,12372,10531,15265,7201,6694
1000,32.63,1014.13,32.22,44102.52,1989,1570,16301,11100,2040,5841,8412,12597,9674,14556,7537,6829
2000,32.63,1014.12,32.26,38706.41,2398,1859,11371,9366,3318,6889,7410,11302,9141,14375,7838,7005
3000,32.63,1014.12,32.31,34858.27,4626,2752,9176,7824,4533,8488,4511,8815,9217,14432,7977,6970
4000,32.63,1014.12,32.37,31850.1,7578,3870,7699,6920,6263,10267,4921,9918,10259,15253,6530,6543
5000,32.64,1014.12,32.43,29422.4,7520,4146,6524,6664,8012,11381,6860,11336,11458,16109,4504,5826
6001,32.64,1014.12,32.49,27571.49,4805,3158,7219,6889,9379,12563,4688,8713,11406,15760,3088,4843
7001,32.64,1014.12,32.55,26003.79,3475,2616,9188,8162,10601,13419,2195,5826,10641,15163,1130,2992
8001,32.64,1014.12,32.61,24648.02,1988,2133,10763,9186,11649,14387,2889,6754,10190,15062,508,2438
9001,32.64,1014.12,32.67,23403.2,1723,1921,11881,9940,13241,15051,3414,7010,10375,15130,583,2519
