timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.11,1012.65,35.26,113521.77,402,8,417,7,413,4,414,1,409,9,408,4
1000,33.11,1012.64,35.26,113675.28,404,14,425,7,410,0,411,8,408,7,400,2
2000,33.11,1012.65,35.25,114605.14,401,10,413,0,408,12,404,2,405,8,406,7
3000,33.11,1012.64,35.24,114761.59,401,0,418,6,410,7,400,3,400,12,410,3
4000,33.11,1012.64,35.24,115789.07,400,8,419,9,403,5,403,5,404,8,407,4
5000,33.11,1012.64,35.21,115470.97,404,11,422,12,404,4,402,3,406,4,404,4
6001,33.11,1012.64,35.19,116511.24,402,8,414,7,400,4,402,5,410,9,400,5
7001,33.11,1012.64,35.19,117160.78,400,13,409,7,400,2,400,7,410,6,416,1
8001,33.11,1012.65,35.19,117242.48,401,6,403,6,401,2,400,1,401,6,407,7
9001,33.11,1012.65,35.17,117817.6,400,7,408,9,405,1,414,3,414,13,419,10
