timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.22,1012.8,36.45,31235.34,5308,6383,400,448,1172,3585,4153,7441,12262,23086,15612,25387
1000,33.22,1012.8,36.52,28996.59,5464,6634,400,515,1167,3554,3100,6739,11632,22459,10763,18450
2000,33.22,1012.81,36.6,27127.08,7358,7734,400,772,1442,4191,3525,7149,11863,23609,9118,16075
3000,33.22,1012.8,36.67,25514.95,10016,10008,400,1109,1698,4568,4109,8297,12276,24062,7786,14961
4000,33.22,1012.81,36.74,23690.43,10086,10244,744,1549,1907,5014,5035,10030,12938,24899,4028,11449
5000,33.22,1012.81,36.83,22006.39,6431,7385,1217,2175,1995,5194,6686,11190,13861,25387,3188,10222
6001,33.22,1012.81,36.9,20624.27,3176,5255,1762,2752,2013,5214,7914,11989,14371,26258,2558,9366
7001,33.22,1012.81,36.97,19568.12,1244,3078,1958,3050,2133,5380,9078,12833,15612,27374,3215,10728
8001,33.22,1012.81,37.04,19123.0,666,2551,1958,3208,2116,5345,9709,13239,17390,28594,4511,12800
9001,33.22,1012.81,37.1,19210.39,400,2023,1823,3113,2077,5365,9941,13329,18589,30162,8180,15839
