timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.54,1014.1,33.5,26230.75,57330,45534,57330,39748,57330,27478,57330,14769,57330,49299,57330,52157
1000,32.54,1014.1,33.58,25330.62,57330,44837,57330,39260,57330,26990,57330,15276,57330,48462,57330,53377
2000,32.54,1014.1,33.63,24533.05,57330,45081,57330,37726,57330,26467,57330,15760,57330,48497,57330,53098
3000,32.54,1014.1,33.69,23865.12,57330,44384,57330,36611,57330,25247,57330,16165,57330,47905,57330,53168
4000,32.54,1014.1,33.74,23299.42,57330,43094,57330,36018,57330,25561,57330,17614,57330,48602,57330,52541
5000,32.54,1014.1,33.75,22744.68,57330,42990,57330,34938,57330,25631,57330,18903,57330,48776,57330,51251
6001,32.54,1014.1,33.8,22333.79,57330,42327,57330,34798,57330,25247,57330,20158,57330,50240,57330,50623
7001,32.54,1014.11,33.84,22098.95,57330,42118,57330,35042,57330,25491,57330,20890,57330,50379,57330,49438
8001,32.54,1014.1,33.84,21688.45,57330,41282,57330,34450,57330,25422,57330,21552,57330,50101,57330,49125
9001,32.54,1014.11,33.89,21336.16,57330,41003,57330,34519,57330,25945,57330,22250,57330,49717,57330,48881
