timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.06,1013.91,31.34,155816.07,461,22,408,10,408,7,410,2,402,17,412,9
1000,32.06,1013.91,31.34,155240.57,441,14,400,8,400,0,415,7,400,11,411,3
2000,32.07,1013.91,31.33,155671.8,425,14,400,10,400,3,413,16,408,20,408,7
3000,32.07,1013.91,31.34,154811.73,423,17,400,4,403,7,403,9,403,19,405,8
4000,32.07,1013.91,31.35,155097.36,427,18,400,7,409,6,408,14,403,19,417,10
5000,32.07,1013.91,31.35,155384.05,425,20,400,9,404,4,408,16,409,16,409,8
6001,32.07,1013.91,31.34,154527.16,416,19,400,6,405,4,407,9,400,12,400,8
7001,32.07,1013.92,31.34,154669.31,400,7,400,8,400,0,406,13,400,17,400,3
8001,32.07,1013.92,31.34,155527.79,404,10,400,1,400,6,400,15,400,16,400,9
9001,32.07,1013.92,31.33,156250.5,405,21,400,4,402,9,400,11,402,19,400,0
