timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.22,1012.8,37.07,37102.2,400,1283,400,1469,782,3349,7381,11595,25674,37099,7439,14691
1000,33.22,1012.8,37.04,38599.88,400,1251,400,1302,554,2796,7780,12102,25316,36367,5632,13644
2000,33.22,1012.81,36.98,40769.22,400,1193,400,1154,400,2457,8418,12507,23193,35042,5082,13419
3000,33.22,1012.8,36.89,43330.39,400,1317,400,1021,400,2376,9454,13329,21374,33369,5661,13723
4000,33.22,1012.8,36.8,45832.01,518,2064,400,905,400,2374,10236,13903,20119,32010,7618,15321
5000,33.22,1012.8,36.68,47513.84,618,2131,400,755,400,2447,10363,13835,19389,30790,9761,17718
6001,33.22,1012.8,36.6,47947.44,597,2064,400,628,400,2473,10265,13936,18396,30546,9605,16533
7001,33.22,1012.81,36.56,47783.92,400,1688,400,551,422,2533,9744,13396,17652,29082,7734,14769
8001,33.22,1012.81,36.52,46696.75,400,1268,400,509,449,2528,9419,13250,15074,26746,6506,14139
9001,33.22,1012.81,36.5,45240.63,400,1073,400,502,400,2247,8215,12023,15323,27827,7572,14938
