timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.92,1012.75,36.98,16228.78,427,1178,2285,3344,7039,7441,7514,7408,11649,11021,3633,5927
1000,32.92,1012.75,36.98,16092.1,400,1109,2985,3720,7219,7610,6941,7040,11806,11066,2582,5315
2000,32.92,1012.75,37.01,15861.35,400,990,3937,4332,7537,7554,6431,6940,13338,11528,1444,4282
3000,32.92,1012.74,37.01,15660.43,400,920,4926,4924,7833,7937,6501,6970,15764,12304,467,2893
4000,32.93,1012.73,37.01,15637.13,400,886,7514,5771,8157,8274,7010,7306,16770,12608,400,2401
5000,32.93,1012.74,37.01,15969.82,521,997,9732,6518,8441,8297,7555,7655,16370,12552,400,2030
6001,32.93,1012.73,36.99,16431.79,1150,1251,11470,7093,8614,8556,6738,6895,14109,11651,400,2129
7001,32.93,1012.72,36.96,16866.97,2109,1741,12897,7914,8394,8364,5539,6493,10306,9940,889,3036
8001,32.93,1012.72,36.92,17017.2,4030,2374,13903,8398,8105,8094,5070,6463,6946,7565,2067,4517
9001,32.93,1012.74,36.91,17072.49,6599,3050,14371,8702,7763,7835,5331,6488,4769,6634,2811,5049
