timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.85,1024.89,29.65,12660.52,4229,4457,3137,3645,1547,1725,4361,3138,12125,7835,3031,3921
1000,33.85,1024.89,29.64,12706.44,4160,4342,3115,3564,1584,1729,4432,3264,12676,8106,3002,3961
2000,33.85,1024.89,29.64,12814.91,4040,4367,3071,3570,1583,1757,4484,3249,13062,8308,2960,3875
3000,33.85,1024.87,29.62,12869.84,3942,4232,2977,3449,1593,1764,4575,3389,13420,8218,2990,3815
4000,33.85,1024.87,29.64,12869.84,3807,4051,3004,3419,1579,1785,4602,3449,13779,8331,2970,3845
5000,33.85,1024.87,29.64,12877.72,3728,3906,2960,3374,1590,1787,4567,3444,14371,8511,2916,3770
6001,33.85,1024.87,29.64,12814.91,3628,3931,2894,3259,1602,1808,4572,3484,14757,8691,2872,3725
7001,33.86,1024.87,29.62,12807.1,3515,3880,2820,3223,1601,1799,4567,3600,14964,8950,2911,3815
8001,33.86,1024.87,29.62,12744.97,3397,3725,2747,3249,1590,1790,4455,3595,15088,8781,2869,3730
9001,33.86,1024.87,29.62,12744.97,3390,3640,2646,3193,1585,1817,4371,3459,15226,9051,2842,3635
