timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.57,1024.95,29.58,68497.7,410,1639,1170,4041,817,2704,400,125,400,636,400,1383
1000,33.57,1024.95,29.59,66126.88,425,1663,1144,4041,808,2708,400,122,400,624,400,1344
2000,33.57,1024.95,29.6,63866.13,431,1674,1151,4031,820,2704,400,123,400,620,400,1346
3000,33.57,1024.94,29.62,62165.87,430,1667,1137,3966,827,2704,400,120,400,591,400,1311
4000,33.58,1024.94,29.63,60684.93,400,1637,1151,3956,836,2754,400,124,400,607,400,1328
5000,33.58,1024.94,29.62,59272.91,400,1575,1129,3921,861,2754,400,129,400,630,400,1325
6001,33.58,1024.94,29.64,58286.57,400,1540,1103,3850,892,2780,400,135,400,637,400,1330
7001,33.58,1024.94,29.65,57098.87,400,1538,1096,3850,918,2812,400,144,400,650,400,1314
8001,33.58,1024.93,29.65,56108.0,400,1609,1099,3870,890,2798,400,152,400,686,400,1309
9001,33.58,1024.94,29.66,55042.6,409,1603,1105,3931,811,2734,400,156,400,738,400,1325
