timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.08,1012.7,37.12,29381.31,400,360,16908,10008,22973,18729,37400,24655,21622,18555,3868,6157
1000,33.08,1012.71,37.09,26850.1,400,371,22890,12192,24999,21762,33671,22668,24379,21099,3974,6157
2000,33.08,1012.7,37.09,24619.18,400,384,24737,12968,26736,23051,32209,22040,25812,22807,3905,6097
3000,33.08,1012.69,37.12,22893.34,400,391,24930,13002,27894,24132,32298,21866,26295,22284,3095,5601
4000,33.08,1012.7,37.19,21643.78,400,357,24627,13103,29494,24759,32835,22145,26998,23783,1691,4477
5000,33.09,1012.7,37.24,20725.97,400,349,27411,14342,30687,26258,32925,21866,27921,23958,768,3213
6001,33.08,1012.71,37.28,20828.67,400,365,37997,16707,33611,26886,33462,23051,26047,21727,400,2660
7001,33.09,1012.7,37.32,21577.12,400,347,45486,20786,32269,26154,34506,22842,23676,20088,400,2383
8001,33.09,1012.7,37.31,21869.0,529,510,50170,22842,25151,20925,26998,18206,24806,21378,1102,3309
9001,33.09,1012.7,37.29,22671.08,2651,1183,50796,23505,19802,15839,24585,16278,25137,21308,3765,5606
