timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.09,1012.77,38.44,26263.5,1554,4282,1087,3449,4526,8736,23855,22738,48797,47242,25330,33439
1000,33.09,1012.77,38.5,25422.45,2011,5044,1890,4808,4364,8184,25302,24585,48917,47382,25399,34206
2000,33.09,1012.76,38.55,25608.12,2369,5305,3348,6022,4803,9152,25978,24794,49275,47695,36684,41282
3000,33.09,1012.76,38.57,26133.0,3853,6574,4020,6513,6825,11100,25247,23226,46709,46475,48350,46580
4000,33.09,1012.76,38.6,25923.68,8001,10289,3821,6273,8713,12451,24572,23714,45754,46092,37997,41038
5000,33.09,1012.77,38.62,25733.42,8053,10143,3171,5766,9894,13475,25316,24690,45575,46162,40682,42955
6001,33.09,1012.8,38.65,25345.88,6813,9074,2521,5280,10624,13914,26322,26467,44531,45604,47156,45778
7001,33.09,1012.79,38.7,24866.53,6495,8995,2012,5044,10618,13936,27838,27618,43755,44419,43039,43094
8001,33.09,1012.79,38.71,24376.7,3071,5836,1386,4006,9448,12923,29524,29430,43755,45290,36237,39469
9001,33.1,1012.78,38.77,23784.18,1690,4392,847,3279,6182,10256,33044,30894,46082,46475,23510,30476
