timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.34,1024.94,30.83,40416.76,1818,3158,3831,6127,4378,5555,3358,2662,1770,2570,796,2235
1000,33.34,1024.99,30.84,39654.9,1847,3223,3399,5897,4273,5450,3387,2724,2040,2780,943,2295
2000,33.34,1024.98,30.85,38564.5,1921,3359,2977,5661,4064,5340,3417,2775,2462,2914,1171,2443
3000,33.34,1024.98,30.86,37768.29,1988,3479,2707,5450,3770,5139,3426,2789,2894,3071,1382,2519
4000,33.34,1024.98,30.87,37069.51,2200,3630,2506,5395,3257,4888,3264,2794,3157,3419,1571,2701
5000,33.34,1024.98,30.89,35929.9,2565,3895,2374,5345,2722,4527,3063,2715,3353,3625,1739,2798
6001,33.35,1024.98,30.9,35208.3,2950,4126,2285,5199,2119,4141,2629,2604,3463,3715,1881,2921
7001,33.35,1024.98,30.91,34206.45,3380,4512,2109,5089,1840,3865,2022,2427,3606,3906,2004,3041
8001,33.35,1024.98,30.92,33392.03,3107,4282,1966,4979,1631,3640,1727,2200,3610,3961,2195,3193
9001,33.35,1024.98,30.94,32742.39,2054,3529,1787,4678,1491,3404,1502,2115,3583,4071,2457,3309
