timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.48,1014.16,34.47,39138.48,2281,2438,56196,29674,57330,44767,57330,44279,54943,47870,2710,4191
1000,32.48,1014.16,34.54,36270.61,1813,2184,57330,30824,57330,46057,52795,42049,48678,44977,3174,4578
2000,32.48,1014.17,34.63,32870.28,2051,2378,57330,31800,57330,46998,56375,44384,40145,40410,1550,3203
3000,32.48,1014.16,34.75,30074.36,3049,2713,57330,33334,57330,47556,57330,46371,33372,38040,751,2604
4000,32.48,1014.16,34.89,27790.01,4688,3514,57330,34903,57330,45081,49662,39853,31702,36994,3318,4738
5000,32.48,1014.17,35.04,26133.0,6842,4427,57330,35983,46082,36681,27976,28245,34088,38702,10937,8364
6001,32.49,1014.16,35.18,25118.9,10479,5721,57330,37552,31881,29953,20974,22982,43606,43059,19403,11528
7001,32.49,1014.15,35.3,24633.59,19499,8511,57330,39574,31344,30371,19279,21064,51124,46475,24117,12957
8001,32.49,1014.17,35.39,24292.26,27894,12000,57330,40550,37818,34101,20050,22145,56942,49090,25261,13531
9001,32.49,1014.17,35.45,24097.48,34805,13633,57330,40131,45515,37447,27370,29709,57330,48811,25647,13891
