timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.16,1012.63,34.95,159511.89,400,8,400,10,400,5,400,14,400,6,400,3
1000,33.17,1012.62,34.95,159967.2,400,8,404,13,400,6,400,11,400,2,400,10
2000,33.17,1012.62,34.96,159967.2,400,5,400,11,400,7,400,8,400,11,400,5
3000,33.17,1012.61,34.95,160272.19,400,10,400,11,400,10,400,8,400,5,400,10
4000,33.17,1012.61,34.95,159967.2,400,6,400,11,400,8,401,15,400,6,400,4
5000,33.17,1012.61,34.95,161194.17,400,4,400,8,400,6,400,18,400,7,400,2
6001,33.17,1012.61,34.93,160885.67,400,3,401,19,400,3,400,13,400,8,400,9
7001,33.17,1012.61,34.92,160119.55,400,2,400,9,400,4,400,9,400,2,400,8
8001,33.17,1012.62,34.91,161970.64,400,1,400,15,400,6,400,10,400,0,400,7
9001,33.17,1012.62,34.9,161039.77,400,3,400,12,400,7,400,8,400,6,400,3
