timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.81,1024.93,31.4,24793.27,14592,12890,24709,17579,12938,12068,18286,12518,5209,6634,4045,6072
1000,33.81,1024.93,31.42,24138.95,15364,12890,24310,16742,10248,10469,17073,11944,8012,7993,6060,6869
2000,33.82,1024.93,31.43,23560.62,15212,12878,23593,16143,8099,8950,15571,11629,10230,9603,8371,7903
3000,33.82,1024.93,31.43,22893.34,13958,12417,22256,15726,6060,7509,14495,11302,11973,10897,10190,9085
4000,33.82,1024.93,31.46,22525.29,14123,12619,20092,15028,4724,6784,10757,9501,14702,11764,11412,9682
5000,33.82,1024.94,31.48,22262.81,16811,13678,18079,14522,4084,6378,7867,7115,17473,12653,12386,10447
6001,33.82,1024.93,31.49,22215.75,19334,14263,16728,14072,3429,5902,5927,6634,19926,13407,13599,10740
7001,33.82,1024.93,31.5,22145.52,20657,14747,15722,13801,2631,5300,4472,5932,21525,14049,15240,11246
8001,33.82,1024.94,31.5,22098.95,21208,14871,14854,13621,2092,4994,3556,5295,23083,14623,17321,11922
9001,33.82,1024.94,31.51,22029.46,21470,14758,14302,13475,1975,4808,3083,4959,23565,14792,19485,12563
