timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.0,32.87,129927.08,400,104,400,96,400,22,400,1,400,50,400,105
1000,32.0,32.88,129626.56,400,101,400,97,400,22,400,0,400,51,400,105
2000,32.0,32.87,130229.01,400,104,400,102,400,22,400,2,400,55,400,101
3000,32.0,32.87,129826.75,400,102,400,102,400,21,400,0,400,45,400,107
4000,32.0,32.86,129826.75,400,107,400,102,400,26,400,3,400,49,400,102
5001,32.01,32.86,129726.58,400,107,400,102,400,19,400,1,400,49,400,112
6001,32.01,32.85,129626.56,400,103,400,99,400,22,400,3,400,49,400,102
7001,32.01,32.84,130128.21,400,95,400,95,400,20,400,0,400,49,400,105
8001,32.02,32.84,130329.96,400,102,400,100,400,19,400,0,400,44,400,110
9001,32.02,32.84,129826.75,400,100,400,101,400,21,400,0,400,46,400,104
