timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.29,35.52,40455.62,1992,5159,1954,5581,1328,4502,533,2069,1886,4337,2266,6298
1000,31.29,35.51,40416.76,1900,5024,1943,5596,1683,5054,420,1928,1943,4412,2173,6192
2000,31.29,35.52,40339.26,1768,4838,1973,5626,2114,5601,400,1716,1886,4462,2087,6157
3000,31.3,35.49,40651.05,1604,4628,2011,5631,2796,6072,400,1561,1849,4262,2060,6162
4000,31.3,35.48,40967.71,1497,4482,2057,5761,3314,6438,400,1480,1767,4287,2004,6007
5000,31.3,35.47,41289.34,1438,4392,2150,5786,3633,6739,400,1503,1702,4186,1949,5982
6001,31.3,35.45,41329.89,1426,4297,2214,5826,3861,6895,400,1646,1670,4116,1924,5881
7001,31.31,35.43,41698.54,1398,4252,2094,5841,4104,7055,483,1919,1649,4071,1913,5891
8001,31.31,35.43,42031.79,1451,4322,1958,5701,4128,7183,718,2235,1614,4071,1951,5967
9001,31.31,35.41,42115.94,1548,4547,1806,5410,4055,7126,905,2496,1614,3996,1986,5962
