timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.67,31.41,137695.01,400,95,400,98,400,10,400,5,400,37,400,112
1000,32.67,31.41,136798.71,400,99,400,105,400,11,400,5,400,42,400,111
2000,32.67,31.41,137021.69,400,103,400,98,400,6,400,9,400,37,400,106
3000,32.67,31.42,136687.49,400,98,400,100,400,8,400,2,400,40,400,118
4000,32.67,31.41,136244.42,400,102,400,104,400,9,400,6,400,36,400,111
5001,32.67,31.42,136687.49,400,98,400,102,400,7,400,0,400,43,400,109
6001,32.67,31.41,135914.0,400,100,400,99,400,7,400,1,400,40,400,111
7001,32.68,31.41,135149.21,400,103,400,95,400,6,400,3,400,36,400,117
8001,32.68,31.41,136134.1,400,104,400,93,400,12,400,7,400,33,400,116
9001,32.68,31.42,136023.96,400,98,400,95,400,12,400,4,400,36,400,120
