timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,30.81,38.2,22006.39,32119,23051,57330,45046,6130,6428,2096,2297,4432,4232,10282,9344
1000,30.81,38.18,22168.88,31135,23226,57330,42920,8782,7667,3858,3006,4906,4688,11869,10796
2000,30.81,38.15,22405.22,29613,22319,56495,40375,14082,10762,4918,4006,5979,5179,14895,11798
3000,30.82,38.17,22357.55,30747,23400,52407,38911,23152,14105,4793,4282,6582,5325,18066,12777
4000,30.83,38.17,22429.13,33551,24829,52765,39469,26929,15670,4116,3730,6605,5440,19596,13633
5000,30.84,38.21,22720.09,36953,27234,56345,41107,26419,15602,3282,3259,6483,5515,19651,13858
6001,30.86,38.2,23946.61,38623,28175,57330,45046,24213,15073,2332,2844,6060,5400,18424,13678
7001,30.87,38.19,25330.62,41458,29639,57330,51251,21098,14218,1825,2627,5423,5250,17500,13317
8001,30.89,38.13,26970.58,42860,30197,57330,55608,18410,13182,1467,2441,5076,5149,17183,13272
9001,30.9,38.06,28680.34,43308,31347,57330,59721,16742,12800,1056,2143,5035,5169,16949,13689
