timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.46,32.07,130027.57,400,106,400,86,400,25,400,17,400,54,400,128
1000,32.47,32.06,130938.97,400,106,400,84,400,18,400,24,400,58,400,128
2000,32.47,32.06,130229.01,400,107,400,84,400,21,400,15,400,62,400,125
3000,32.47,32.07,130329.96,400,104,400,84,400,21,400,22,400,60,400,131
4000,32.47,32.07,130229.01,400,105,400,80,400,24,400,22,400,58,400,128
5001,32.47,32.05,130229.01,400,107,400,85,400,17,400,21,400,57,400,130
6001,32.47,32.06,130027.57,400,99,400,85,400,22,400,18,400,59,400,126
7001,32.48,32.06,130229.01,400,100,400,84,400,20,400,21,400,55,400,129
8001,32.48,32.05,129927.08,400,104,400,85,400,21,400,28,400,55,400,134
9001,32.48,32.04,130329.96,400,107,400,85,400,23,400,19,400,60,400,125
