timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.83,33.68,111120.79,489,63,440,34,420,10,427,4,479,43,429,43
1000,31.83,33.69,110609.05,493,68,432,36,416,7,422,8,472,50,425,49
2000,31.83,33.68,112158.61,487,65,439,36,416,5,427,0,466,40,432,44
3000,31.84,33.67,111860.11,484,62,436,39,414,3,428,5,472,51,425,46
4000,31.84,33.66,112383.52,495,67,429,40,416,0,425,3,467,44,423,45
5000,31.84,33.68,112383.52,486,67,434,45,415,10,442,8,465,44,421,47
6001,31.84,33.66,112987.73,484,69,432,44,415,1,427,9,467,50,422,49
7001,31.84,33.66,113063.71,482,68,431,36,408,4,427,6,459,40,412,45
8001,31.84,33.66,113292.28,476,66,431,36,402,0,416,6,459,44,417,51
9001,31.84,33.65,114060.88,481,64,436,43,400,0,414,0,459,49,419,51
