timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.61,31.58,136023.96,400,87,400,105,400,23,400,4,400,30,400,118
1000,32.61,31.57,136244.42,400,87,400,104,400,24,400,0,400,26,400,121
2000,32.61,31.57,136244.42,400,81,400,97,400,17,400,0,400,24,400,124
3000,32.61,31.56,136687.49,400,88,400,97,400,23,400,5,400,35,400,115
4000,32.61,31.55,136798.71,400,89,400,103,400,19,400,0,400,36,400,120
5001,32.61,31.56,137582.33,400,84,400,101,400,18,400,0,400,36,400,120
6001,32.61,31.55,136687.49,400,83,400,97,400,24,400,0,400,27,400,125
7001,32.61,31.57,136910.11,400,87,400,99,400,22,400,2,400,24,400,123
8001,32.61,31.55,136023.96,400,90,400,99,400,24,400,0,400,27,400,119
9001,32.61,31.56,135914.0,400,86,400,101,400,20,400,0,400,30,400,123
