timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.75,34.34,44148.79,400,2327,400,2907,823,3208,604,1771,643,2667,415,2840
1000,31.75,34.36,44056.34,400,2369,400,2916,844,3123,627,1877,642,2627,411,2842
2000,31.75,34.34,43509.62,400,2390,400,2881,840,3168,627,1926,664,2720,400,2833
3000,31.75,34.36,43108.41,400,2507,400,2833,826,3158,618,2013,668,2738,400,2812
4000,31.75,34.36,43108.41,414,2588,400,2796,800,3093,602,1981,662,2690,400,2814
5001,31.75,34.36,42671.21,463,2632,400,2736,775,3113,581,2032,661,2729,400,2778
6001,31.76,34.36,42327.79,490,2664,400,2724,733,3045,521,1974,667,2736,400,2810
7001,31.76,34.37,42115.94,507,2688,400,2711,689,2988,409,1863,673,2775,400,2775
8001,31.76,34.36,41989.84,522,2713,400,2681,631,2916,400,1776,682,2754,400,2780
9001,31.76,34.36,41492.93,533,2715,400,2768,590,2893,400,1679,687,2734,400,2720
