timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.51,36.96,30031.42,57330,51530,21498,28454,6454,7000,9419,8331,30299,24724,51423,39365
1000,31.52,36.99,29988.61,57330,52262,22408,29221,9790,9524,11499,10143,27370,23505,48588,37761
2000,31.52,37.0,30031.42,57330,52331,23000,29605,11904,11550,15212,11741,25729,22110,45098,36367
3000,31.52,36.97,30074.36,57330,52227,21856,28315,16025,13013,19403,13013,24668,19844,41816,35007
4000,31.52,36.98,30074.36,57330,52785,18769,25526,19830,14499,22201,14229,23359,19531,40891,34659
5000,31.53,36.96,30010.0,57330,52889,14964,21552,22311,15445,24034,14905,22973,19112,42174,35182
6001,31.53,36.94,29945.93,57330,53203,11858,19147,23276,15918,25275,15434,23882,21064,43039,36018
7001,31.53,36.94,29567.14,57330,51460,11614,18346,23496,16008,26047,15827,24861,21657,43188,35635
8001,31.53,36.95,29381.31,57330,51565,12635,19705,24020,16533,26212,15929,24599,20193,42233,35251
9001,31.54,36.94,28798.12,57330,51251,13021,19705,25247,18241,25564,15794,23979,19566,39011,33787
