timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.22,35.47,27214.81,33581,30337,406,2103,15226,11483,41219,25387,57330,46406,54645,38423
1000,32.22,35.47,27057.3,30359,29082,405,2101,15557,11584,39757,24794,57330,46406,57330,39434
2000,32.22,35.47,27057.3,28142,27478,425,2018,15212,11393,36535,23295,57330,46092,57330,40654
3000,32.22,35.47,26936.05,27618,26851,454,1974,14964,11415,32328,21343,57330,45604,57330,41700
4000,32.23,35.47,26815.87,27053,26781,481,2020,14330,11224,27673,18206,57330,44977,57330,42432
5000,32.23,35.46,26662.94,26860,26328,530,2011,13848,11010,24558,16019,57330,43826,57330,42502
6001,32.23,35.46,26428.47,26653,25805,712,2221,13214,10976,22476,15366,57330,43269,57330,42641
7001,32.23,35.46,26395.31,26818,25561,1213,2570,12318,10740,21401,15186,57330,41874,57330,43199
8001,32.23,35.46,26329.24,26791,25805,1777,2967,12111,10627,21181,15107,57330,39887,57330,43757
9001,32.23,35.46,26395.31,27053,26189,1995,3289,12483,10830,21898,15276,55958,38737,57330,43547
