timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.3,33.26,19423.44,2016,2002,2933,3059,1652,1621,833,768,2830,2284,2357,2872
1000,32.3,33.26,19192.85,2060,2090,2869,3041,1692,1669,852,813,2823,2314,2352,2831
2000,32.3,33.27,18916.45,2096,2131,2847,3048,1724,1725,859,817,2815,2327,2310,2828
3000,32.31,33.26,18764.45,2222,2143,2757,3015,1771,1766,890,845,2793,2332,2295,2828
4000,32.31,33.27,18581.95,2276,2198,2791,3022,1835,1840,892,852,2774,2374,2317,2817
5000,32.31,33.27,18467.66,2420,2256,2720,3008,1861,1907,874,876,2801,2318,2283,2868
6001,32.31,33.26,18435.26,2440,2304,2717,3038,1889,1937,913,871,2852,2353,2332,2844
7001,32.31,33.26,18370.8,2452,2304,2710,2974,1905,1988,889,893,2811,2369,2342,2840
8001,32.31,33.27,18419.1,2442,2314,2712,2965,1937,2037,891,911,2818,2344,2310,2842
9001,32.31,33.26,18631.37,2489,2334,2676,2962,1956,2050,893,920,2820,2355,2327,2844
