timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.82,34.29,40967.71,467,2593,548,3041,715,3083,400,1674,400,2330,400,2464
1000,31.82,34.29,41127.89,447,2607,545,3066,714,3113,400,1630,400,2330,400,2422
2000,31.82,34.27,41370.53,407,2547,539,2999,711,3088,400,1515,400,2360,400,2466
3000,31.83,34.28,41370.53,400,2510,541,3057,707,3055,400,1439,400,2376,400,2397
4000,31.83,34.27,41370.53,400,2457,537,3059,687,3052,400,1311,418,2424,400,2413
5000,31.83,34.28,41329.89,400,2415,530,3038,664,3043,400,1279,444,2457,400,2431
6001,31.83,34.26,41329.89,400,2410,522,3020,607,2983,400,1217,478,2468,400,2445
7001,31.83,34.25,41452.05,400,2376,509,3011,530,2911,400,1158,507,2491,400,2459
8001,31.83,34.25,41289.34,400,2394,498,3011,434,2787,400,1118,536,2531,400,2484
9001,31.84,34.26,41007.64,400,2371,509,3013,400,2487,400,1064,569,2547,400,2521
