timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.44,32.81,31328.37,6194,5209,3902,4718,1483,2143,646,982,2543,2681,2835,4232
1000,32.44,32.81,30891.34,6263,5325,3949,4668,1453,2131,640,952,2492,2704,2864,4126
2000,32.44,32.81,29734.3,6275,5330,3920,4623,1438,2078,637,969,2462,2681,2845,4116
3000,32.44,32.82,28218.69,6234,5350,3910,4663,1408,2046,610,928,2442,2641,2840,4106
4000,32.44,32.83,26918.81,6060,5285,3846,4718,1423,2037,611,908,2428,2664,2867,4262
5000,32.44,32.83,25764.94,6014,5295,3799,4688,1384,1990,600,894,2406,2634,2845,4166
6001,32.44,32.82,25133.91,5927,5240,3797,4703,1385,2013,604,882,2379,2604,2901,4136
7001,32.44,32.83,24940.23,6008,5285,3731,4658,1359,1972,595,849,2420,2611,2879,4171
8001,32.44,32.83,24662.47,5974,5295,3709,4678,1356,1965,604,859,2406,2602,2914,4262
9001,32.45,32.84,24419.14,5730,5260,3709,4598,1341,1946,608,846,2445,2616,2926,4181
