timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.86,36.19,23717.14,18410,27374,22573,34136,22821,22110,25661,20402,27976,25735,18327,20088
1000,31.86,36.19,23403.2,18796,27478,22201,34450,22311,21308,25040,19635,28059,25805,21208,22598
2000,31.86,36.2,23018.71,20395,30162,22352,33543,21277,20472,23317,17718,27466,25073,23359,24794
3000,31.87,36.21,22843.57,23317,32951,22945,34310,19692,18903,19857,15501,25095,22633,25578,26467
4000,31.87,36.22,22695.56,26102,34868,24020,35077,18107,17579,15364,14229,21070,18659,27163,27931
5000,31.87,36.23,22893.34,27866,36785,25123,36681,17693,17579,10972,12361,16660,15591,27907,28140
6001,31.87,36.24,23377.17,28867,37238,26253,37657,18438,18206,9118,10830,12014,14207,28018,28594
7001,31.87,36.21,23892.22,30389,38040,27480,39643,19513,19426,7792,10030,10236,13148,27411,27687
8001,31.87,36.19,24662.47,30538,38319,28266,39365,20864,21099,6530,9006,9512,12653,25412,25910
9001,31.88,36.18,25361.15,30747,38389,28321,39086,22973,23539,6199,8826,9217,12597,22766,23853
