timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.01,35.84,25623.72,57330,40271,12993,11730,17238,11967,44590,25945,57330,50658,57330,50867
1000,32.01,35.84,25269.76,57330,40654,11053,10514,19789,12822,49036,27374,57330,50693,57330,49926
2000,32.01,35.84,24999.5,57330,41456,9425,9569,20905,13081,50736,28315,57330,51948,57330,49787
3000,32.02,35.85,24793.27,57330,42432,7555,8218,19665,12890,50707,28280,57330,51042,57330,50170
4000,32.02,35.87,24533.05,57330,42188,4908,6814,17528,11944,48201,26816,57330,50972,57330,50763
5001,32.02,35.88,24250.25,57330,42362,3581,5957,15033,11460,45366,25945,57330,50519,57330,51669
6001,32.02,35.88,24419.14,57330,42362,2489,5300,13930,11167,41547,24515,57330,50310,57330,51843
7001,32.02,35.89,24264.24,57330,41735,2014,4979,12717,10695,38773,22877,57330,50310,57330,52575
8001,32.02,35.9,24320.34,57330,41107,2012,4808,12469,10796,36356,22389,57330,49647,57330,53482
9001,32.03,35.89,24222.33,57330,40898,2386,5004,12993,10875,35908,22040,57330,49787,57330,53412
