timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.51,32.79,14414.51,4371,5049,4153,5199,1834,2879,1586,2480,3269,3419,3279,5174
1000,32.51,32.79,14779.42,4344,5154,4244,5310,1836,2870,1541,2434,3282,3354,3306,5184
2000,32.51,32.77,15108.79,4354,5134,4295,5495,1830,2886,1491,2438,3233,3414,3321,5189
3000,32.52,32.75,15510.19,4342,5129,4378,5510,1835,2898,1459,2415,3174,3354,3279,5179
4000,32.52,32.74,15825.52,4459,5285,4474,5571,1825,2868,1412,2320,3147,3384,3272,5204
5000,32.52,32.74,16191.27,4575,5179,4536,5631,1819,2870,1365,2277,3098,3319,3277,5169
6001,32.52,32.74,16431.79,4643,5355,4607,5761,1815,2861,1326,2258,3056,3379,3211,5179
7001,32.52,32.74,16613.64,4774,5430,4602,5776,1809,2858,1284,2191,3002,3153,3171,5124
8001,32.52,32.74,16666.34,4818,5470,4675,5776,1789,2828,1265,2180,2958,3223,3174,5159
9001,32.52,32.73,16786.14,4933,5530,4793,5826,1775,2840,1230,2152,2963,3153,3159,5149
