timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.49,32.8,16894.09,5539,5335,3250,4312,3878,4959,2123,3083,3137,3071,3561,5199
1000,32.49,32.79,16894.09,5643,5345,3223,4201,3817,4848,2031,3011,3174,3066,3529,5094
2000,32.49,32.79,16894.09,5667,5425,3245,4211,3763,4773,1959,2990,3152,3061,3527,5149
3000,32.49,32.81,16826.46,5823,5415,3213,4191,3662,4743,1894,2884,3093,3071,3564,5134
4000,32.49,32.8,16907.68,5846,5500,3257,4257,3603,4748,1851,2831,3031,3034,3525,5174
5000,32.49,32.8,17058.64,5974,5445,3255,4262,3475,4628,1788,2787,2980,3006,3564,5189
6001,32.49,32.79,17114.2,5991,5510,3228,4262,3370,4397,1714,2724,2928,3031,3559,5194
7001,32.49,32.79,17184.17,6072,5576,3262,4257,3318,4507,1665,2692,2916,3027,3539,5204
8001,32.49,32.79,17268.89,5974,5566,3242,4307,3230,4407,1621,2627,2872,3041,3601,5270
9001,32.49,32.81,17283.09,6060,5601,3225,4312,3183,4277,1566,2554,2806,2978,3598,5290
