timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.32,35.05,35929.9,49125,38284,30836,20402,2092,3600,1794,3875,36804,31417,57032,39504
1000,32.32,35.04,36145.97,51005,39155,31582,21378,2040,3509,1768,3890,33551,29709,50080,36471
2000,32.32,35.03,36745.76,52556,39853,31702,21239,1987,3504,1755,3855,31732,29360,37549,31103
3000,32.32,35.03,36971.79,54376,40794,32537,21622,1965,3484,1763,3790,30091,28489,31881,29465
4000,32.32,35.02,37004.3,55182,41282,32119,21762,1993,3494,1845,3936,29733,27339,30926,29082
5000,32.33,34.99,37365.8,55540,41177,33134,21901,2087,3620,2037,4287,28659,27827,31851,29360
6001,32.33,34.99,37365.8,56047,41421,32776,21971,2371,3800,2587,4683,29136,27304,33790,29849
7001,32.33,34.97,37266.51,55808,40515,32865,22668,2641,4016,3152,4929,30299,28524,37728,31975
8001,32.33,34.98,37134.94,55450,41630,32269,21866,2931,4196,3495,5245,31761,28140,42114,34031
9001,32.33,34.97,36713.7,54854,40794,30687,21343,3196,4482,3740,5390,31791,29291,46023,35600
