timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.24,33.41,26528.45,1623,1533,1890,2018,1532,1379,977,1101,2207,1926,1651,1803
1000,32.25,33.41,26595.52,1629,1522,1917,2078,1529,1418,945,1058,2224,1990,1669,1847
2000,32.25,33.39,26646.05,1649,1510,1908,2108,1523,1411,936,1037,2185,1974,1687,1866
3000,32.25,33.4,26730.69,1646,1526,1925,2092,1538,1434,900,1052,2251,1979,1680,1859
4000,32.25,33.39,26696.77,1665,1531,1943,2157,1513,1404,904,1033,2160,1916,1712,1935
5001,32.25,33.39,26595.52,1681,1524,1949,2152,1516,1429,886,1006,2197,1942,1726,1958
6001,32.25,33.39,26815.87,1707,1570,1974,2166,1521,1429,882,1029,2190,1956,1728,2000
7001,32.25,33.38,26378.76,1747,1621,1985,2170,1513,1446,843,999,2219,1926,1772,1993
8001,32.25,33.39,26362.23,1760,1630,2008,2219,1508,1462,835,975,2197,1963,1786,2000
9001,32.25,33.38,26345.72,1779,1642,2024,2251,1499,1443,829,947,2195,1963,1807,2027
