timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.21,33.57,20624.27,1305,1065,1141,1055,1407,1160,1820,1621,2344,1861,1242,1206
1000,32.21,33.56,20644.53,1339,1085,1151,1059,1415,1162,1803,1577,2396,1898,1244,1210
2000,32.21,33.56,20503.55,1376,1092,1171,1076,1424,1186,1806,1605,2381,1946,1276,1237
3000,32.21,33.55,20543.63,1394,1111,1188,1103,1433,1185,1757,1586,2420,1912,1282,1246
4000,32.21,33.56,20604.05,1422,1140,1185,1108,1423,1188,1746,1609,2357,1896,1315,1244
5000,32.21,33.55,20664.83,1455,1157,1230,1115,1437,1223,1720,1579,2359,1919,1336,1281
6001,32.22,33.55,20664.83,1485,1191,1260,1140,1425,1216,1703,1577,2401,1919,1334,1280
7001,32.22,33.54,20953.27,1519,1200,1302,1175,1429,1219,1703,1575,2406,1942,1327,1291
8001,32.22,33.52,21249.87,1577,1225,1327,1182,1449,1245,1677,1593,2388,1946,1356,1303
9001,32.22,33.53,21599.29,1597,1271,1358,1212,1446,1246,1601,1519,2332,1976,1365,1327
