timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.47,35.0,35032.41,35401,33090,19182,15422,3451,5370,2950,4833,31463,28454,25661,24585
1000,32.47,35.01,34543.46,34297,32254,16811,14488,3873,5666,3412,5169,32985,28907,25785,24480
2000,32.48,35.02,33985.41,33611,32114,14744,13891,4273,5937,4059,5606,34327,29605,25550,24236
3000,32.48,35.03,33578.57,33551,32358,12676,13081,4646,6167,4641,6112,34566,29535,23979,22459
4000,32.48,35.04,32999.18,33372,32428,11446,12833,4756,6243,5377,6443,34894,30162,21746,20751
5000,32.48,35.07,32564.99,34268,32602,10995,12406,4675,6187,5933,6614,35461,30023,19720,18450
6001,32.48,35.08,32240.59,34954,32637,10665,12135,4582,6132,6003,6689,34984,29883,18245,17753
7001,32.48,35.09,32191.26,34715,33090,10560,11955,4585,6102,6217,6754,34566,29605,18989,18206
8001,32.48,35.11,31850.1,34476,32881,10201,11933,4673,6142,6489,6905,32985,29082,20657,19566
9001,32.48,35.11,31730.0,34088,31975,9750,11606,4759,6258,6732,7160,32000,28280,21870,20855
