timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.18,35.88,37233.53,2013,5064,665,2985,725,2748,2342,4337,4177,6222,2835,6468
1000,31.18,35.87,36906.92,2040,5209,767,3133,835,2935,2239,4191,3939,6127,2796,6448
2000,31.19,35.86,36617.84,2087,5310,850,3484,1103,3218,2251,4252,3770,5886,2793,6448
3000,31.19,35.86,36522.48,2119,5290,937,3630,1456,3785,2177,4297,3527,5831,2757,6463
4000,31.2,35.84,36427.62,2202,5350,1055,3830,1748,4342,1674,3484,3326,5616,2838,6493
5001,31.2,35.84,36239.37,2258,5330,1133,3820,1876,4562,1299,3048,3186,5550,3009,6594
6001,31.2,35.81,36270.61,2251,5385,1210,3981,1893,4683,1209,2983,3093,5510,3130,6669
7001,31.21,35.79,36239.37,2244,5390,1278,4171,1874,4703,1170,3001,2923,5340,3247,6794
8001,31.21,35.8,36145.97,2241,5265,1357,4257,1928,4768,1258,3036,2342,4883,3282,6849
9001,31.21,35.79,36239.37,2106,5270,1436,4492,2101,5184,1565,3434,1897,4437,3230,6764
