timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.03,35.9,24334.41,57330,40550,3009,5415,14427,11404,36595,22319,57330,48567,57330,53203
1000,32.03,35.9,24334.41,57330,40306,3628,5631,16604,12034,38653,22912,57330,47661,57330,53098
2000,32.03,35.89,24306.29,57330,39783,4126,5826,18989,12788,37848,22738,57330,46371,57330,53029
3000,32.03,35.89,24292.26,57330,40062,4688,6192,21208,13531,35312,21866,57330,44558,57330,52680
4000,32.03,35.9,24222.33,57330,40236,5927,6754,23221,14004,32090,19949,57330,43199,57330,52401
5000,32.04,35.88,24236.29,57330,40794,6877,7005,24585,14634,30747,20054,57330,41735,57330,51599
6001,32.04,35.88,24348.49,57330,41038,7172,7115,24930,14803,29285,19008,57330,41317,57330,51669
7001,32.04,35.87,24208.4,57330,41282,8058,7745,24131,14612,29375,19531,57330,41351,57330,50902
8001,32.04,35.87,24292.26,57330,41282,9860,9074,22752,14218,28629,19147,57330,41561,57330,50240
9001,32.05,35.88,24334.41,57330,40898,11672,10413,21332,13644,28266,18485,57330,41595,57330,47312
