timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.99,34.02,31005.16,511,123,416,75,558,167,798,416,1145,549,605,188
1000,31.99,34.0,31610.81,511,130,410,78,565,173,811,445,1156,560,620,196
2000,32.0,33.98,31898.39,514,141,410,79,574,175,810,450,1214,577,628,206
3000,32.01,33.95,32489.55,525,146,408,73,581,180,817,456,1232,623,635,210
4000,32.02,33.92,32742.39,525,148,415,87,574,185,827,456,1278,658,652,223
5000,32.02,33.9,33312.71,534,157,416,85,566,186,823,472,1293,711,658,229
6001,32.03,33.88,33659.16,539,166,415,81,566,192,831,489,1330,702,668,247
7001,32.03,33.86,33794.33,553,168,414,86,559,188,828,504,1350,717,674,249
8001,32.04,33.84,33848.71,559,177,427,90,562,197,839,508,1391,780,692,271
9001,32.04,33.83,33848.71,568,184,434,94,562,200,830,519,1422,806,697,296
