timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.49,35.12,31610.81,33999,32533,9228,11044,4788,6338,6946,7183,30598,27652,22807,21866
1000,32.49,35.12,31398.5,33551,32498,9153,11077,4867,6303,6860,7060,29136,27618,23924,22772
2000,32.49,35.14,31492.51,33074,32114,9425,11201,4788,6353,6512,6935,28114,27269,25082,23086
3000,32.49,35.13,31258.54,32179,31905,10022,11573,4634,6222,5835,6804,27577,26851,25881,24446
4000,32.49,35.13,31212.16,31881,31487,10653,11877,4582,6207,5030,6503,27135,26154,26102,24411
5000,32.49,35.14,31398.5,31911,31661,11348,12507,4661,6248,4827,6443,26639,25456,26019,24341
6001,32.49,35.12,31634.58,30836,31069,12056,12991,4955,6508,4842,6523,26129,25456,26143,24655
7001,32.49,35.13,31587.08,31284,30894,13089,13306,6020,6794,4867,6433,26474,25735,26143,24724
8001,32.49,35.15,31634.58,29792,30790,13255,13261,7016,7205,4916,6498,26956,25840,26115,24515
9001,32.5,35.13,31587.08,28541,30232,13917,13509,7653,7532,4940,6599,27025,25387,26322,24934
