timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.28,33.45,39692.31,400,821,400,282,400,720,715,3595,465,2773,400,1651
1000,32.29,33.46,39543.1,400,837,400,290,400,718,661,3474,481,2743,400,1663
2000,32.29,33.45,39580.3,400,877,400,309,400,738,609,3364,502,2814,400,1683
3000,32.29,33.45,39211.43,400,863,400,334,400,727,537,3244,519,2828,400,1695
4000,32.29,33.45,39065.8,400,872,400,344,400,753,513,3143,519,2787,400,1672
5000,32.29,33.45,39065.8,400,880,400,351,400,762,519,3173,518,2819,400,1695
6001,32.29,33.45,39102.1,400,902,400,367,400,761,534,3188,494,2782,400,1688
7001,32.29,33.44,38849.37,400,920,400,378,400,793,560,3153,493,2787,400,1702
8001,32.29,33.45,38777.76,400,931,400,385,400,813,596,3163,470,2798,400,1686
9001,32.3,33.44,38849.37,400,957,400,370,400,853,639,3324,461,2761,400,1699
