timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.11,35.45,31351.71,57330,49857,25495,17091,10114,9006,10091,9321,57330,41142,57330,43757
1000,32.12,35.47,31096.82,57330,50240,23593,15996,9506,8533,9089,8500,57330,39609,57330,44802
2000,32.12,35.48,30914.04,57330,49961,20643,15006,9402,8612,8371,7993,54854,37970,57330,45465
3000,32.12,35.48,30914.04,57330,49125,14578,12968,9836,8792,8614,8376,52407,36576,57330,46092
4000,32.12,35.48,30914.04,57330,48881,9669,10728,10427,9434,9391,8916,51184,36785,57330,45987
5000,32.12,35.5,30733.39,57330,48671,6304,8657,10815,9468,10335,9580,51244,36262,57330,46475
6001,32.13,35.5,30510.52,57330,47974,4344,6990,10977,9670,11001,9985,51244,35983,57330,46162
7001,32.13,35.49,30117.41,57330,47591,3723,6543,11169,9772,11412,10222,50528,36193,57330,46336
8001,32.13,35.5,30052.87,57330,46510,3539,6433,11215,9817,11441,10323,49334,35426,57330,46371
9001,32.13,35.51,29755.33,57330,46685,3279,6147,11163,9794,11643,10166,47007,34728,57330,46301
