timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.15,33.68,24166.68,910,781,708,390,809,473,1550,1134,1846,1356,968,923
1000,32.15,33.66,23973.9,921,763,721,410,823,487,1587,1145,1827,1383,948,913
2000,32.16,33.68,23797.63,924,772,740,427,841,508,1602,1164,1824,1369,960,941
3000,32.16,33.69,23730.52,922,800,753,442,846,519,1675,1199,1809,1344,983,929
4000,32.16,33.68,23455.44,921,785,771,451,891,546,1696,1219,1831,1383,961,936
5001,32.16,33.67,23273.62,953,812,775,462,902,553,1723,1253,1819,1356,999,962
6001,32.16,33.66,23145.46,927,798,787,498,960,576,1749,1280,1837,1392,996,965
7001,32.16,33.66,22968.4,923,788,806,518,977,615,1728,1270,1847,1413,1015,965
8001,32.17,33.65,22744.68,953,811,816,527,1015,645,1772,1325,1852,1376,1000,971
9001,32.17,33.65,22597.95,918,806,822,548,1034,673,1780,1365,1881,1432,1015,983
