timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.89,34.35,34012.89,445,90,418,55,534,116,732,270,843,329,527,103
1000,31.9,34.33,32947.5,449,94,427,56,546,121,743,288,859,342,538,113
2000,31.92,34.29,32068.58,463,99,417,63,548,130,737,291,870,371,541,115
3000,31.93,34.26,31492.51,462,103,409,65,548,136,740,317,925,398,555,129
4000,31.94,34.23,30823.45,472,106,417,63,548,142,749,332,941,428,563,141
5000,31.94,34.2,30710.95,475,108,403,66,557,138,755,346,1000,456,568,144
6001,31.95,34.17,30312.69,476,103,429,73,547,147,765,367,1017,468,577,152
7001,31.96,34.15,30269.08,485,110,411,72,547,148,776,373,1019,485,577,162
8001,31.97,34.11,30247.32,501,119,418,74,553,161,792,400,1071,508,590,171
9001,31.98,34.07,30688.55,503,126,419,78,557,163,791,411,1117,529,603,183
