timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.97,35.58,40262.05,24117,32881,39369,45778,57330,50658,23552,22424,2096,5922,4646,9501
1000,31.97,35.54,40533.57,25344,33753,40175,46162,53899,46789,21002,19496,3583,6889,5389,10379
2000,31.97,35.5,39804.97,26171,34485,42204,47242,44680,42606,19568,18380,4629,8263,6553,10965
3000,31.97,35.49,39029.56,27439,35565,42323,47347,34447,37970,19871,18694,6217,9569,7537,11820
4000,31.97,35.48,37565.97,28599,37203,40145,46789,26791,32672,19775,18067,7694,10841,8377,12383
5001,31.98,35.49,35899.24,31284,37726,38325,45674,22628,29256,18327,16847,8881,11629,9055,12878
6001,31.98,35.51,34346.07,32985,38981,37878,45360,20188,26746,14978,15276,9663,12327,9669,13171
7001,31.98,35.54,32870.28,34745,40131,38504,45813,19044,25875,10856,13475,10427,12597,10485,13790
8001,31.98,35.57,31801.95,35073,39713,38146,45953,18203,24655,7381,10717,11510,13689,11435,14646
9001,31.98,35.61,31119.82,35938,40794,36833,45011,10161,15096,3753,6889,12841,14274,13324,15242
