timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.57,32.57,14717.32,4361,5651,5516,7070,1658,2886,3898,3725,2258,2831,2046,4247
1000,32.57,32.57,14905.2,4511,5776,5308,7093,1679,2898,4187,3941,2307,2886,2056,4252
2000,32.57,32.58,14936.98,4707,5912,5226,7010,1673,2909,4398,4186,2391,2888,2101,4322
3000,32.57,32.56,14831.57,4847,5891,5001,7010,1696,2900,4565,4427,2472,2923,2109,4297
4000,32.57,32.57,14594.68,5203,6187,4904,6960,1696,2907,4751,4643,2469,2944,2096,4352
5000,32.57,32.56,14424.4,5551,6192,4845,6910,1709,2925,4928,4778,2506,2976,2092,4427
6001,32.57,32.58,14095.49,5858,6378,4742,6834,1725,2905,5348,5009,2541,2985,2104,4357
7001,32.57,32.58,13727.23,6234,6443,4685,6809,1743,2944,5591,5280,2649,3006,2175,4422
8001,32.57,32.58,13386.25,6489,6599,4560,6774,1752,2932,5817,5325,2725,3029,2175,4462
9001,32.57,32.58,13110.68,6767,6483,4445,6664,1763,2983,6147,5510,2698,3103,2195,4472
