timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.41,36.91,40339.26,57330,51913,38683,40550,2440,5169,9356,7363,33432,23121,57330,41909
1000,31.41,36.95,39617.57,57330,53133,36058,40375,2266,4939,12828,9738,34387,22982,57330,41107
2000,31.42,36.99,39029.56,57330,54249,34476,39295,1852,4502,14964,10368,35103,24132,54854,38702
3000,31.42,37.02,38957.28,57330,55085,31284,37343,1384,3795,15447,10773,34864,24236,47067,35530
4000,31.42,37.03,39431.92,57330,55747,27287,35217,831,3052,12883,10030,33432,23400,45038,35321
5000,31.42,37.04,40416.76,57330,56584,24489,32393,603,2722,9860,7926,32060,22877,47514,36506
6001,31.43,37.04,42714.53,57330,57246,22600,30859,404,2491,5933,6187,32627,22982,49364,38179
7001,31.43,37.01,45387.04,57330,56863,22656,30337,400,2267,4234,5320,33969,24515,50856,37691
8001,31.43,36.96,48500.71,57330,57177,22683,30964,400,2129,4859,6017,36416,25735,52318,38458
9001,31.44,36.89,50120.04,57330,56758,22821,30859,400,2099,7479,6869,37400,26084,53690,39225
