timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.82,36.17,25780.72,39877,43373,27687,39260,1794,5380,15626,13711,19665,17439,19761,20576
1000,31.82,36.17,25592.55,39668,42990,30896,41351,2796,6418,11730,12316,18520,16188,17748,18834
2000,31.83,36.18,25796.53,37788,42153,34984,42746,5284,9400,11157,12079,17321,15659,14427,16165
3000,31.83,36.18,26052.09,35163,40689,37490,43722,9796,12574,11446,12406,16742,15861,12759,15839
4000,31.83,36.16,26445.08,33313,39678,38116,44035,11835,14060,12593,12980,17032,15963,14716,17056
5000,31.83,36.16,26781.74,30717,38493,36535,43234,13393,14601,14495,13576,18203,16154,17804,19112
6001,31.83,36.15,26918.81,26846,35914,32328,41107,13475,14612,17046,14409,19416,17265,19458,20820
7001,31.84,36.12,26918.81,23166,31800,28252,39748,13668,14837,18066,14747,20781,18206,20698,21413
8001,31.84,36.13,26867.25,21622,30824,27053,38319,14234,15051,17307,14330,21829,19043,21622,22075
9001,31.84,36.12,26329.24,22642,31905,26501,38179,12125,14240,15571,13745,22518,20263,22559,23748
