timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.28,34.08,112308.45,400,0,400,0,400,0,400,21,400,0,400,0
1000,31.29,34.08,111047.4,400,0,400,0,400,0,400,18,400,0,400,0
2000,31.29,34.06,112233.48,400,0,400,0,400,0,400,30,400,0,400,0
3000,31.29,34.07,111934.59,400,0,400,0,400,0,400,23,400,0,400,0
4000,31.29,34.06,112233.48,400,0,400,0,400,0,400,26,400,0,400,0
5000,31.3,34.06,112009.16,400,0,400,0,400,0,400,27,400,2,400,0
6001,31.3,34.06,112233.48,400,1,400,0,400,0,400,29,400,0,400,0
7001,31.3,34.06,112308.45,400,0,400,0,400,0,400,30,400,3,400,0
8001,31.31,34.05,112533.97,400,0,400,0,400,0,400,27,400,7,400,0
9001,31.31,34.05,112609.34,400,0,400,0,400,0,400,34,400,11,400,0
