timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.63,33.55,121215.35,400,76,400,61,400,34,400,69,400,8,400,40
1000,31.63,33.55,121040.82,400,71,400,61,400,32,400,61,400,8,400,36
2000,31.63,33.54,121040.82,400,78,400,66,400,32,400,62,400,1,400,36
3000,31.63,33.55,121215.35,400,72,400,63,400,33,400,64,400,1,400,34
4000,31.64,33.52,121128.02,400,75,400,65,400,37,400,63,400,0,400,35
5000,31.64,33.53,120779.95,400,85,400,63,400,34,400,63,400,7,400,39
6001,31.64,33.54,121302.81,400,81,400,63,400,29,400,59,400,0,400,39
7001,31.64,33.52,121302.81,400,78,400,63,400,33,400,49,400,7,400,39
8001,31.64,33.52,121390.39,400,75,400,62,400,35,400,51,400,1,400,38
9001,31.65,33.51,121741.99,400,77,400,68,400,39,400,52,400,5,400,39
