timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.39,35.32,27127.08,28128,29326,4938,8072,27204,16019,33611,21692,47634,35948,22228,21866
1000,32.39,35.34,26781.74,28087,29082,4167,6985,27990,16742,34984,22006,48648,36820,21332,20646
2000,32.39,35.35,26646.05,27563,28977,3895,6824,28362,17544,33969,21936,50349,37552,22408,22494
3000,32.39,35.38,26312.77,26543,27409,3743,6694,27521,16777,31254,20890,51661,37831,24434,23400
4000,32.39,35.39,26116.78,25344,26328,3701,6604,26157,16041,28045,19078,53093,38667,27011,26223
5001,32.39,35.4,26019.87,24020,24968,3836,6749,24241,15445,25537,16428,53064,38493,29822,27722
6001,32.4,35.41,25670.62,23414,24550,4059,6764,22545,14814,23097,15647,52855,38493,33432,29012
7001,32.4,35.43,25592.55,23869,25247,3969,6699,19982,14184,20078,14691,51900,38284,37102,30929
8001,32.4,35.45,25561.45,24668,25212,3633,6433,17073,13126,17046,13576,50856,37308,40354,31800
9001,32.4,35.46,25453.21,24930,25875,3274,6243,14937,12631,14178,12845,48887,36750,43218,33265
