timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.41,32.96,18243.23,3527,3274,3142,3524,2072,2567,1828,2198,3211,2858,3534,4778
1000,32.42,32.94,18831.71,3603,3319,3237,3665,2053,2572,1755,2175,3139,2868,3554,4753
2000,32.42,32.93,19387.61,3706,3444,3287,3700,2064,2574,1702,2101,3088,2875,3525,4683
3000,32.42,32.92,20072.73,3880,3610,3333,3860,2040,2591,1652,2055,3053,2831,3539,4733
4000,32.42,32.91,20563.73,3976,3675,3463,3850,2038,2574,1594,2013,3061,2844,3522,4718
5000,32.42,32.9,21058.24,4042,3840,3500,3961,2040,2597,1513,1967,3100,2851,3505,4738
6001,32.42,32.88,21688.45,4118,3815,3593,4076,2045,2577,1462,1903,3083,2905,3505,4723
7001,32.42,32.88,22145.52,4271,3936,3660,4091,2038,2597,1412,1836,3107,2881,3478,4708
8001,32.42,32.88,22794.02,4315,4061,3731,4201,2011,2586,1348,1771,3073,2856,3436,4638
9001,32.42,32.86,23222.19,4393,4191,3758,4242,1995,2563,1279,1681,3090,2835,3422,4623
