timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.55,32.62,16759.37,6292,6508,4690,6278,2049,3620,872,1605,1688,2429,2801,4858
1000,32.55,32.62,17212.31,6466,6508,4759,6343,2033,3735,887,1605,1701,2422,2774,4914
2000,32.55,32.61,17765.19,6448,6538,4837,6333,1997,3529,894,1649,1703,2468,2761,4909
3000,32.55,32.61,18195.85,6616,6498,4872,6483,1991,3504,867,1596,1682,2461,2717,4893
4000,32.55,32.6,18549.15,6686,6538,4899,6478,1976,3509,861,1644,1664,2466,2705,4888
5000,32.55,32.6,18598.4,6877,6614,4918,6589,1945,3474,841,1607,1652,2457,2649,4873
6001,32.55,32.59,18747.71,7196,6654,5018,6548,1955,3479,823,1579,1663,2417,2644,4793
7001,32.55,32.58,18865.51,7358,6799,5070,6624,1924,3404,805,1540,1638,2415,2585,4914
8001,32.56,32.57,18831.71,7676,6804,5163,6604,1911,3374,785,1515,1637,2434,2572,4833
9001,32.56,32.58,18848.59,8041,6889,5082,6649,1890,3284,773,1487,1599,2397,2570,4758
