timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.13,35.65,24404.98,10311,18729,14799,26642,5435,11449,5499,9220,18079,17544,15874,18067
1000,32.13,35.65,24518.75,12538,22738,17183,28977,4369,10301,6107,9929,16687,16244,16660,18799
2000,32.13,35.66,24866.53,15240,24306,18272,29779,3770,9186,8140,11505,15005,15692,16246,17788
3000,32.13,35.66,25209.2,16177,25422,18203,29570,3502,8826,10323,13115,14192,15400,15447,17335
4000,32.14,35.65,25545.93,16453,25631,17390,28803,3525,8871,11898,14195,14413,15512,14812,16847
5000,32.14,35.64,25608.12,16136,25561,15612,27269,3706,9096,14495,15085,14840,15636,14757,17160
6001,32.14,35.65,25453.21,17280,26711,11748,22842,3846,9141,16163,15490,15543,15974,15226,17579
7001,32.14,35.64,25254.6,19761,29291,8835,16188,3733,9074,17156,15760,15970,15884,15557,18241
8001,32.14,35.65,25103.91,22849,32637,5116,13542,3633,8702,16632,15591,16081,16019,16177,18485
9001,32.14,35.65,24866.53,25757,35286,3134,10154,3785,8905,14744,15028,16039,16131,17321,19600
