timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.17,37.22,34571.84,47693,36855,57330,50554,22297,15895,4688,5425,15336,10796,36624,26363
1000,31.17,37.27,34714.46,49185,38389,57330,51669,22118,15737,4099,4954,15061,10807,35222,26154
2000,31.18,37.27,35208.3,51602,39086,57330,53273,21401,15524,3554,4608,14468,10796,34029,25735
3000,31.18,37.29,35899.24,54466,40480,57330,54423,19637,14803,3085,4227,14564,10886,32776,25143
4000,31.19,37.27,36906.92,55749,41282,57330,54179,18245,14477,2538,3830,14840,10987,33939,26119
5001,31.19,37.27,37972.81,56375,42014,57330,54806,16797,13813,1897,3218,14440,10616,35282,27130
6001,31.2,37.22,38885.27,56256,41874,57330,54249,15033,13284,1371,2752,13048,10526,38086,27931
7001,31.2,37.18,40146.8,55480,42049,57330,53830,11987,12541,794,2383,11580,9895,40056,29047
8001,31.21,37.15,41289.34,51214,39225,57330,52575,9367,10436,520,2016,10977,9501,41696,29953
9001,31.21,37.12,41989.84,41428,35007,57330,51390,5035,7239,400,1688,10676,9254,43278,30755
