timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.23,33.55,43241.33,400,836,400,162,400,472,1059,4071,626,2955,400,1302
1000,32.23,33.55,43509.62,400,828,400,161,400,460,1023,3996,627,2914,400,1358
2000,32.23,33.54,43735.76,400,819,400,165,400,458,945,3991,614,2930,400,1379
3000,32.23,33.53,43690.35,400,840,400,179,400,462,939,3946,599,2879,400,1418
4000,32.23,33.54,43419.82,400,837,400,185,400,466,892,3921,581,2905,400,1383
5001,32.23,33.53,43419.82,400,825,400,188,400,468,863,3941,553,2844,400,1425
6001,32.24,33.52,43108.41,400,845,400,196,400,489,850,3931,532,2833,400,1457
7001,32.24,33.52,42845.03,400,845,400,206,400,499,843,3870,506,2803,400,1441
8001,32.24,33.51,42757.94,400,836,400,205,400,509,843,3780,489,2782,400,1409
9001,32.24,33.51,42370.41,400,854,400,200,400,525,846,3760,467,2780,400,1406
