timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.2,35.48,27499.4,38474,32637,1540,3474,4062,5275,39280,23783,57330,44733,55838,38946
1000,32.2,35.48,27463.5,37549,31452,1541,3459,4737,5816,39578,24620,57330,44245,56226,39086
2000,32.2,35.48,27267.72,36266,31313,1509,3319,5678,6152,39369,24271,57330,44489,55421,39086
3000,32.2,35.48,27267.72,34655,30615,1323,3133,6964,6649,38922,24271,57330,44454,53839,37761
4000,32.21,35.48,27179.65,34148,30476,1031,2893,8319,7306,39011,24202,57330,44279,50199,36123
5000,32.21,35.48,27214.81,33313,30406,780,2676,10039,8443,39787,25526,57330,44593,46082,34066
6001,32.21,35.5,27214.81,32806,29744,628,2547,11354,9490,40324,25352,57330,45465,42860,33474
7001,32.21,35.48,27267.72,33164,30650,513,2380,12235,10098,41428,25073,57330,46231,45068,34031
8001,32.22,35.47,27197.22,35013,30755,470,2297,13503,10852,41786,25735,57330,46859,48499,35495
9001,32.22,35.47,27144.58,34626,30371,435,2170,14427,10942,41577,25108,57330,46998,51512,37169
