timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.7,34.38,49383.96,970,3931,788,4066,645,2565,400,529,400,2318,608,3050
1000,31.7,34.36,49705.15,846,3705,781,4011,730,2699,400,511,400,2300,623,3133
2000,31.71,34.35,49764.0,790,3409,780,3991,799,2819,400,499,400,2260,623,3148
3000,31.71,34.34,50090.18,709,3239,770,3941,865,2937,400,492,400,2267,607,3108
4000,31.71,34.34,50360.24,614,3055,772,3860,943,3093,400,502,400,2272,598,3093
5001,31.71,34.33,50330.09,529,2944,761,3936,945,3118,400,523,400,2247,595,3078
6001,31.72,34.33,50330.09,458,2865,740,3805,894,3143,400,548,400,2247,595,3068
7001,31.72,34.33,50120.04,400,2674,727,3795,755,2962,400,569,400,2274,582,3118
8001,31.72,34.31,49822.99,400,2362,701,3655,563,2718,400,567,400,2316,585,3088
9001,31.72,34.32,49617.14,400,2080,691,3625,400,2489,400,571,428,2380,571,3118
