timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.86,36.27,23743.91,57330,40341,2531,4352,20905,13621,37430,18485,57330,46754,57330,54527
1000,31.87,36.27,23677.1,57330,40515,2487,4347,20092,13452,41249,20263,57330,46929,57330,53656
2000,31.87,36.25,23677.1,57330,40341,2447,4272,18424,12777,45426,22494,57330,47033,57330,52680
3000,31.87,36.24,23481.65,57330,39574,2406,4156,15130,11775,48230,23644,57330,48218,57330,51878
4000,31.87,36.24,23429.29,57330,39818,2042,3951,12635,10976,50229,25422,57330,48741,57330,50972
5000,31.87,36.24,23403.2,57330,39783,1779,3645,11400,10391,51184,25735,57330,49752,57330,51634
6001,31.88,36.23,23403.2,57330,39086,1617,3374,11082,10109,51184,25491,57330,50728,57330,52122
7001,31.88,36.23,23455.44,56703,38458,1343,3011,11406,10267,49573,25422,57330,50589,57330,53168
8001,31.88,36.22,23690.43,54884,37691,1122,2914,12731,10908,47663,23609,57330,50902,57330,53238
9001,31.88,36.22,23730.52,53601,36715,978,2819,14468,11156,47514,23783,57330,50658,57330,52889
