timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.66,31.39,138147.58,400,91,400,103,400,3,400,2,400,37,400,107
1000,32.66,31.38,137920.93,400,99,400,108,400,0,400,1,400,42,400,107
2000,32.66,31.38,138603.14,400,98,400,104,400,4,400,7,400,39,400,107
3000,32.66,31.38,137920.93,400,96,400,105,400,1,400,5,400,40,400,105
4000,32.66,31.38,138374.99,400,101,400,106,400,2,400,4,400,38,400,105
5000,32.67,31.38,138034.16,400,100,400,105,400,7,400,5,400,33,400,104
6001,32.67,31.39,138374.99,400,98,400,101,400,2,400,2,400,39,400,107
7001,32.67,31.39,138034.16,400,101,400,106,400,8,400,1,400,37,400,108
8001,32.67,31.39,137357.53,400,96,400,99,400,4,400,0,400,33,400,107
9001,32.67,31.41,137469.84,400,99,400,100,400,10,400,2,400,35,400,116
