timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,30.87,36.87,27956.2,1517,3048,2568,5746,4769,8747,884,2348,1879,3735,2950,5430
1000,30.89,36.83,28680.34,1585,3153,2715,6007,3022,6609,791,2327,1897,3840,2960,5470
2000,30.9,36.78,28857.37,1600,3213,2950,6112,1876,5736,1027,2519,1953,3860,2936,5540
3000,30.92,36.73,29036.61,1583,3244,3115,6238,1393,5099,1622,2939,2050,4126,2953,5601
4000,30.93,36.72,29157.34,1588,3399,3208,6333,946,4517,2357,3785,2312,4257,2845,5591
5000,30.94,36.69,28956.68,1615,3469,3282,6373,761,4237,3478,4763,2514,4447,2720,5601
6001,30.95,36.67,28996.59,1714,3650,3363,6468,742,4106,3932,5114,2663,4442,2727,5581
7001,30.96,36.65,29116.99,1900,3981,3206,6328,801,4252,3326,4698,2541,4452,2707,5666
8001,30.97,36.61,29776.38,2089,4302,3014,6222,964,4487,2376,4021,2359,4302,2698,5666
9001,30.98,36.58,30203.89,2293,4492,2889,6243,1394,4959,1885,3539,2224,4237,2700,5816
