timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.26,32.45,129029.66,400,85,400,79,400,18,400,16,400,63,400,128
1000,32.27,32.47,129426.98,400,82,400,86,400,13,400,14,400,70,400,128
2000,32.27,32.44,130027.57,400,83,400,82,400,9,400,11,400,67,400,133
3000,32.27,32.45,129327.42,400,89,400,90,400,12,400,11,400,72,400,131
4000,32.27,32.44,129626.56,400,87,400,88,400,12,400,5,400,70,400,129
5000,32.27,32.43,129327.42,400,85,400,82,400,15,400,11,400,67,400,129
6001,32.27,32.44,129128.76,400,85,400,85,400,13,400,16,400,71,400,121
7001,32.27,32.43,129426.98,400,86,400,92,400,18,400,15,400,68,400,133
8001,32.28,32.43,129029.66,400,87,400,87,400,12,400,14,400,80,400,129
9001,32.28,32.42,129526.69,400,85,400,89,400,13,400,6,400,67,400,121
